Frame number,152
First frame,190
Point frequency,100
Analog frequency,200

Time,RHipAngles,,,RKneeAngles,,,RAnkleAngles,,,RAbsAnkleAngle,,,RPelvisAngles,,,RFootProgressAngles,,,RAnkleForce,,,RKneeForce,,,RHipForce,,,RAnkleMoment,,,RKneeMoment,,,RHipMoment,,,RHipPower,,,RKneePower,,,RAnklePower,,
s,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,N,N,N,N,N,N,N,N,N,Nmm,Nmm,Nmm,Nmm,Nmm,Nmm,Nmm,Nmm,Nmm,W,W,W,W,W,W,W,W,W
,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
3.07,39.6438,5.45685,-10.9639,63.5856,-13.0886,37.841,7.39014,9.83217,-39.6561,5.68314,0,0,11.5804,0.296517,-1.78136,-59.6661,-5.85906,-3.68334,-0.152865,-0.0289565,0.00903521,-0.1296,0.0507452,0.353414,0.288621,0.0488423,0.910999,-15.5007,2.62678e-015,5.83368,28.7221,12.1121,4.41076,-50.5416,-1.49491,6.09167,0,0,0.0785264,0,0,0.118804,0,0,0.0281153
3.08,40.5805,5.77217,-10.86,61.3369,-12.6222,36.4655,8.65129,9.63774,-39.131,6.70064,0,0,11.5555,0.718019,-1.60467,-63.8863,-5.14302,-4.7551,-0.171066,-0.0240234,0.0106674,-0.13309,0.0411484,0.396149,0.306081,0.0415007,0.914683,-16.6331,-9.19371e-016,3.99488,26.5234,7.90281,2.76086,-49.6092,-1.71875,6.81955,0,0,0.0676349,0,0,0.11407,0,0,0.0284645
3.09,41.395,6.03,-10.7537,58.8301,-12.1485,34.7595,9.73989,9.3275,-38.276,7.63196,0,0,11.5343,1.10637,-1.41386,-68.1543,-4.50707,-5.84717,-0.193153,-0.0207566,0.0130552,-0.140768,0.0294815,0.444436,0.323044,0.034046,0.926493,-18.2121,7.96241e-016,2.33293,24.567,5.05152,1.28262,-48.3754,-0.109588,6.57038,0,0,0.0553795,0,0,0.108593,0,0,0.0308944
3.1,42.0781,6.23337,-10.6597,56.0623,-11.6878,32.7054,10.6333,8.88825,-37.0285,8.47115,0,0,11.5209,1.46204,-1.20829,-72.4538,-3.96884,-6.91026,-0.219637,-0.0194375,0.0152673,-0.154067,0.0165173,0.500215,0.342056,0.0261473,0.950549,-20.2945,-2.62678e-015,0.956523,22.7342,3.67679,0.0915039,-47.6379,3.62702,5.28613,0,0,0.0431004,0,0,0.103748,0,0,0.035387
3.11,42.6183,6.38275,-10.59,53.0285,-11.2536,30.2936,11.3255,8.31614,-35.3376,9.21853,0,0,11.5184,1.78555,-0.98557,-76.7748,-3.53976,-7.90206,-0.250258,-0.0199145,0.0160611,-0.174761,0.00278962,0.564491,0.363536,0.0169439,0.991739,-22.8204,2.23276e-015,-0.127209,20.4591,4.09094,-0.797041,-47.2774,10.0319,2.63739,0,0,0.0308467,0,0,0.0984211,0,0,0.0414522
3.12,43.0029,6.47591,-10.554,49.7236,-10.8511,27.5271,11.8301,7.61787,-33.1699,9.88109,0,0,11.5285,2.07753,-0.741832,-81.1138,-3.22323,-8.78865,-0.283672,-0.0218,0.0133821,-0.205987,-0.0110697,0.636733,0.384048,0.00573813,1.05565,-25.5649,4.7282e-015,-0.990849,16.0536,6.66864,-1.45083,-44.9331,20.0054,-1.88006,0,0,0.0179302,0,0,0.0837062,0,0,0.0482476
3.13,43.2197,6.50854,-10.5574,46.1459,-10.4757,24.4284,12.1775,6.81,-30.5159,10.4702,0,0,11.5516,2.33888,-0.472196,-85.4702,-3.01549,-9.54159,-0.31754,-0.0245613,0.00416613,-0.252592,-0.0238927,0.714626,0.395546,-0.00681888,1.14777,-28.1562,-1.21488e-015,-1.74796,6.30122,11.5783,-1.98776,-35.0765,34.3861,-8.4027,0,0,0.00620031,0,0,0.0367011,0,0,0.0547298
3.14,43.2581,6.47557,-10.5993,42.3014,-10.1135,21.0484,12.4068,5.91736,-27.3993,10.9965,0,0,11.5861,2.57092,-0.171761,-89.8387,-2.90774,-10.1328,-0.348501,-0.0274727,-0.0149036,-0.319077,-0.0343334,0.793872,0.387655,-0.0176636,1.26987,-30.1102,5.45877e-016,-2.50542,-13.0775,18.5602,-2.52989,-9.88155,52.872,-15.942,0,0,0.00500524,0,0,-0.0809799,0,0,0.0597071
3.15,43.1113,6.37318,-10.6715,38.2102,-9.74362,17.4721,12.5549,4.97045,-23.8833,11.4645,0,0,11.6294,2.77577,0.163688,-94.1994,-2.88687,-10.531,-0.372776,-0.0295711,-0.0467469,-0.407333,-0.0408773,0.868243,0.351279,-0.0209197,1.41659,-30.9447,-5.84458e-015,-3.32116,-46.5162,26.6442,-3.15868,38.7552,72.7494,-21.9686,0,0,0.0329462,0,0,-0.317301,0,0,0.0620537
3.16,42.7782,6.20073,-10.7588,33.9117,-9.34314,13.8182,12.6497,4.00295,-20.0763,11.8695,0,0,11.6777,2.95642,0.536812,-98.5111,-2.93346,-10.7036,-0.386951,-0.0296645,-0.0930069,-0.514995,-0.041926,0.930211,0.282893,-0.00901068,1.57416,-30.302,1.83874e-015,-4.19705,-97.2907,34.2222,-3.89884,116.045,88.3556,-23.07,0,0,0.1121,0,0,-0.711711,0,0,0.0611914
3.17,42.2659,5.96273,-10.8394,29.4701,-8.8929,10.2295,12.7082,3.04908,-16.1275,12.2002,0,0,11.7265,3.11699,0.947952,-102.71,-3.01944,-10.6231,-0.388348,-0.0269368,-0.152705,-0.634491,-0.0368992,0.972251,0.189006,0.02409,1.72237,-28.0008,-2.10142e-015,-5.06545,-165.898,39.8157,-4.69513,220.542,92.6333,-16.7886,0,0,0.254201,0,0,-1.26551,0,0,0.0572977
3.18,41.5915,5.67016,-10.8891,24.9766,-8.38524,6.85292,12.7375,2.14107,-12.212,12.4446,0,0,11.7714,3.26265,1.39487,-106.716,-3.10973,-10.2755,-0.376104,-0.0214064,-0.222419,-0.754736,-0.0264735,0.988982,0.0862874,0.0798395,1.84116,-24.1138,2.62678e-015,-5.81323,-249.23,42.6813,-5.43121,343.048,80.0522,-3.28379,0,0,0.447429,0,0,-1.91924,0,0,0.0512759
3.19,40.7833,5.34071,-10.8838,20.5483,-7.83017,3.81775,12.7396,1.30669,-8.50535,12.5972,0,0,11.8085,3.39932,1.87231,-110.439,-3.16867,-9.66473,-0.351463,-0.0138366,-0.296978,-0.863855,-0.0122768,0.978227,-0.00347328,0.153732,1.9167,-18.9402,1.83874e-015,-6.33389,-340.666,42.9789,-5.98477,468.723,49.3806,14.4318,0,0,0.655473,0,0,-2.55275,0,0,0.0442919
3.2,39.8806,4.99803,-10.806,16.3239,-7.25832,1.2188,12.7179,0.567145,-5.15646,12.6656,0,0,11.8344,3.53359,2.37233,-113.789,-3.16896,-8.81155,-0.317459,-0.00570769,-0.37067,-0.952109,0.0031203,0.94101,-0.0616582,0.235576,1.94451,-12.9242,2.3641e-015,-6.52386,-431.294,41.6269,-6.23385,581.595,5.1048,31.9647,0,0,0.83206,0,0,-3.01617,0,0,0.0369477
3.21,38.9322,4.66949,-10.6469,12.4562,-6.7167,-0.889843,12.682,-0.0643065,-2.26723,12.6719,0,0,11.8472,3.67227,2.88474,-116.686,-3.09888,-7.74762,-0.277518,0.00138124,-0.436838,-1.01136,0.0167664,0.880871,-0.077817,0.311737,1.92826,-6.50003,-2.62678e-015,-6.29815,-510.858,39.679,-6.08086,667.525,-43.9631,45.6637,0,0,0.937887,0,0,-3.17449,0,0,0.0292235
3.22,37.9925,4.38309,-10.4092,9.0997,-6.25817,-2.49055,12.6479,-0.58236,0.112661,12.6479,0,0,11.846,3.82208,3.398,-119.058,-2.96388,-6.51014,-0.234246,0.00642204,-0.487527,-1.03331,0.0267127,0.80347,-0.050761,0.368495,1.8778,0.0211063,1.57607e-015,-5.62362,-568.833,37.4833,-5.4871,715.514,-87.9483,53.9458,0,0,0.950627,0,0,-2.95448,0,0,0.021158
3.23,37.115,4.16397,-10.1038,6.39322,-5.9269,-3.59683,12.6282,-0.988496,1.97856,12.6206,0,0,11.831,3.98931,3.90009,-120.845,-2.78142,-5.14084,-0.189085,0.00917824,-0.512725,-1.00791,0.0323249,0.717331,0.0140324,0.394692,1.80857,6.44895,-1.83874e-015,-4.53402,-595.185,34.4935,-4.48416,717.257,-118.708,57.0701,0,0,0.867662,0,0,-2.378,0,0,0.0134921
3.24,36.3452,4.03113,-9.74511,4.43816,-5.74575,-4.24932,12.6169,-1.2889,3.35617,12.5949,0,0,11.8035,4.17954,4.37966,-121.994,-2.57186,-3.68785,-0.143385,0.0102183,-0.503091,-0.927103,0.0333923,0.635367,0.104758,0.383911,1.74209,12.5679,-5.25355e-016,-3.16081,-582.659,29.7786,-3.19982,669.125,-131.504,56.0865,0,0,0.70873,0,0,-1.57577,0,0,0.00805346
3.25,35.7128,3.99527,-9.34245,3.27617,-5.71009,-4.51688,12.5727,-1.49359,4.29268,12.5368,0,0,11.7654,4.39751,4.82697,-122.46,-2.35013,-2.20329,-0.100534,0.0099278,-0.454394,-0.790555,0.0282966,0.574997,0.204517,0.335647,1.70372,17.8963,1.31339e-016,-1.66321,-529.521,23.277,-1.78728,574.762,-125.105,51.8988,0,0,0.513079,0,0,-0.755144,0,0,0.00742584
3.26,35.2253,4.05816,-8.89337,2.87492,-5.79012,-4.49321,12.4079,-1.61624,4.85273,12.3627,0,0,11.7184,4.64705,5.23459,-122.202,-2.12263,-0.733903,-0.0657845,0.00799784,-0.369568,-0.608045,0.0144537,0.552422,0.297189,0.256101,1.71408,21.6541,-5.5819e-016,-0.159088,-440.698,16.1992,-0.358433,444.716,-101.734,44.9606,0,0,0.323763,0,0,-0.118898,0,0,0.013842
3.27,34.8672,4.21351,-8.38121,3.12683,-5.93777,-4.28911,11.9918,-1.67373,5.11491,11.9433,0,0,11.6644,4.93111,5.59785,-121.186,-1.89175,0.686545,-0.0458875,0.00360897,-0.261246,-0.40331,-0.0103848,0.575654,0.368586,0.157331,1.78115,22.8032,-2.62678e-016,1.30625,-328.931,10.6769,1.04862,297.41,-66.3848,35.7665,0,0,0.171546,0,0,0.220917,0,0,0.0265966
3.28,34.603,4.44885,-7.78035,3.86576,-6.09569,-4.01358,11.1782,-1.6834,5.15899,11.1323,0,0,11.6039,5.25177,5.91525,-119.402,-1.66501,2.03851,-0.0482157,-0.00431724,-0.152054,-0.215847,-0.047041,0.640733,0.402497,0.0545686,1.89757,20.2229,2.62678e-016,2.79459,-214.288,9.12776,2.51139,159.799,-25.1163,25.6042,0,0,0.0661592,0,0,0.287655,0,0,0.0388091
3.29,34.386,4.74846,-7.06654,4.90028,-6.20802,-3.74695,9.85275,-1.65794,5.04294,9.81426,0,0,11.5366,5.6105,6.18832,-116.881,-1.46344,3.31116,-0.0776772,-0.0158537,-0.0689839,-0.0913899,-0.0918241,0.732049,0.382128,-0.0349268,2.04251,13.1534,1.57607e-015,4.40234,-119.402,12.8178,4.16033,61.6077,15.3391,16.6223,0,0,0.000573459,0,0,0.206492,0,0,0.0375063
3.3,34.169,5.09692,-6.22893,6.0545,-6.23166,-3.51132,7.98871,-1.5989,4.77358,7.9608,0,0,11.4605,6.00838,6.42159,-113.724,-1.32518,4.49292,-0.132044,-0.0291885,-0.0325295,-0.0589162,-0.133684,0.827075,0.303436,-0.0920473,2.1864,1.80922,3.15213e-015,6.17491,-60.7981,20.463,6.08553,21.636,46.8328,10.94,0,0,-0.0333548,0,0,0.110466,0,0,0.0114032
3.31,33.9135,5.48231,-5.27959,7.20336,-6.14453,-3.25812,5.6885,-1.49327,4.29119,5.67247,0,0,11.3722,6.44615,6.6224,-110.115,-1.30375,5.56141,-0.200123,-0.0413272,-0.0415688,-0.104175,-0.155675,0.905558,0.194156,-0.0986524,2.29859,-12.3295,3.67749e-015,8.07705,-38.9157,28.0673,8.26441,30.9883,60.2558,9.21095,0,0,-0.0373381,0,0,0.0603962,0,0,-0.0367583
3.32,33.5961,5.89944,-4.2576,8.2867,-5.94817,-2.88969,3.18329,-1.31786,3.48879,3.17737,0,0,11.2671,6.9244,6.80008,-106.313,-1.45834,6.47739,-0.267442,-0.0489952,-0.0703859,-0.172613,-0.14242,0.957447,0.107979,-0.0447921,2.357,-27.0525,2.62678e-015,9.89741,-37.4873,30.5988,10.4101,54.5358,48.7196,10.1114,0,0,-0.016151,0,0,0.0442258,0,0,-0.0868031
3.33,33.2106,6.35147,-3.2255,9.29664,-5.66515,-2.31102,0.779041,-1.05204,2.27019,0.778429,0,0,11.1398,7.44342,6.9652,-102.62,-1.83014,7.19238,-0.321808,-0.0485137,-0.0934049,-0.216915,-0.0897257,0.980798,0.0787074,0.0639165,2.35573,-40.118,1.83874e-015,11.1295,-39.6632,24.7401,11.8416,63.0604,11.4782,11.8519,0,0,0.0202481,0,0,0.0382091,0,0,-0.112686
3.34,32.7636,6.84967,-2.25821,10.2541,-5.3326,-1.47411,-1.22446,-0.690021,0.607475,-1.22437,0,0,10.9851,8.00315,7.12863,-99.3218,-2.41151,7.67109,-0.355721,-0.0390164,-0.105516,-0.23237,-0.0101184,0.979012,0.0914893,0.204063,2.30961,-49.7876,2.62678e-016,11.3427,-41.187,11.5326,11.95,56.6065,-43.1348,13.6371,0,0,0.069396,0,0,0.0404134,0,0,-0.0993031
3.35,32.2684,7.41032,-1.42988,11.1926,-4.99413,-0.381971,-2.60087,-0.242739,-1.44801,-2.60006,0,0,10.7984,8.60323,7.3006,-96.6326,-3.13463,7.91167,-0.36829,-0.0245551,-0.113497,-0.238788,0.0743609,0.960564,0.110306,0.343537,2.24667,-55.327,5.12221e-015,10.5902,-45.3431,-4.46102,10.7499,50.332,-100.672,15.2996,0,0,0.136029,0,0,0.0558626,0,0,-0.0504927
3.36,31.7393,8.05015,-0.80155,12.1481,-4.69233,0.932048,-3.22424,0.269103,-3.79519,-3.21715,0,0,10.5764,9.24303,7.48989,-94.6636,-3.89105,7.94674,-0.364597,-0.0116357,-0.119783,-0.245867,0.145091,0.934794,0.118314,0.456135,2.18964,-57.131,8.60269e-015,9.39324,-52.3815,-18.4001,8.89752,50.3304,-147.846,16.5739,0,0,0.21529,0,0,0.0799599,0,0,0.0175625
3.37,31.1888,8.78262,-0.416104,13.1517,-4.46353,2.41949,-3.05629,0.822662,-6.31882,-3.03768,0,0,10.3172,9.92185,7.70348,-93.4339,-4.56192,7.82263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.38,30.6271,9.6162,-0.29923,14.2226,-4.33541,4.02085,-2.11232,1.39805,-8.91538,-2.08677,0,0,10.0201,10.6391,7.9465,-92.9072,-5.03961,7.57091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.39,30.0629,10.5544,-0.463971,15.368,-4.32657,5.67249,-0.42176,1.98046,-11.5057,-0.413268,0,0,9.68517,11.3944,8.2226,-93.0324,-5.23588,7.1955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.4,29.5044,11.5967,-0.916452,16.5896,-4.44838,7.31893,2.00408,2.55928,-14.0326,1.94426,0,0,9.31337,12.1877,8.53433,-93.772,-5.08039,6.68116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

