Frame number,153
First frame,314
Point frequency,100
Analog frequency,200

Time,RHEE,,,RTOE,,,RHipAngles,,,RKneeAngles,,,RAnkleAngles,,,RAbsAnkleAngle,,,RPelvisAngles,,,RFootProgressAngles,,,RAnkleMoment,,,RKneeMoment,,,RHipMoment,,,RHipPower,,,RKneePower,,,RAnklePower,,
s,mm,mm,mm,mm,mm,mm,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,Nmm,Nmm,Nmm,Nmm,Nmm,Nmm,Nmm,Nmm,Nmm,W,W,W,W,W,W,W,W,W
,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
3.52,-112.799,-149.987,43.8808,-143.449,-363.445,40.4912,25.9664,7.76771,-6.19025,21.4815,-7.16428,7.24358,8.97699,1.77514,-10.0317,8.83863,0,0,13.6546,1.3963,-3.99613,-89.2922,-1.03345,-9.6503,-13.8419,7.6693e-016,-0.766113,-3.70499,5.66515,-0.804488,-4.93032,-31.9556,-2.62822,0,0,-0.0148273,0,0,-0.00397125,0,0,0.0083255
3.53,-112.657,-150.131,44.084,-143.701,-363.803,40.0088,24.6934,7.87295,-6.43623,20.6382,-7.22545,6.84848,9.24275,1.64689,-9.324,9.11958,0,0,13.663,1.39267,-4.09398,-89.0967,-0.927773,-9.78768,-14.3222,-4.96679e-017,-0.431076,-6.54727,3.60208,-0.459346,-10.816,-36.9447,-1.24761,0,0,-0.0289653,0,0,-0.00915651,0,0,0.007229
3.54,-112.545,-150.305,44.3671,-143.946,-364.159,39.5414,23.4099,7.95621,-6.63777,19.754,-7.24489,6.45021,9.47795,1.52245,-8.63457,9.36954,0,0,13.6781,1.39327,-4.18058,-88.9004,-0.836693,-9.91017,-14.7426,-7.33332e-016,-0.125127,-9.66976,1.43618,-0.145466,-14.6953,-41.8268,0.135988,0,0,-0.0389784,0,0,-0.0147347,0,0,0.00644211
3.55,-112.449,-150.505,44.7299,-144.186,-364.509,39.1092,22.1239,8.02089,-6.80071,18.8473,-7.22629,6.06199,9.69814,1.40512,-7.9821,9.60329,0,0,13.6991,1.39839,-4.25804,-88.7082,-0.757088,-10.0263,-15.0421,2.4246e-015,0.125294,-12.8743,-0.592512,0.111722,-16.5682,-46.1573,1.38751,0,0,-0.0445786,0,0,-0.0201819,0,0,0.00600322
3.56,-112.354,-150.722,45.1681,-144.423,-364.85,38.7267,20.8421,8.06969,-6.93249,17.9341,-7.17395,5.69416,9.91628,1.29698,-7.37889,9.83335,0,0,13.7255,1.40786,-4.32854,-88.5234,-0.686392,-10.1433,-15.181,1.15788e-015,0.310313,-15.9038,-2.25384,0.302941,-16.9439,-49.4296,2.3975,0,0,-0.0466981,0,0,-0.024943,0,0,0.00587522
3.57,-112.246,-150.949,45.6753,-144.655,-365.176,38.4006,19.5698,8.1047,-7.04189,17.0274,-7.09247,5.35392,10.1419,1.19892,-6.83044,10.0692,0,0,13.7569,1.4213,-4.39419,-88.3474,-0.62258,-10.2666,-15.1462,-1.8998e-015,0.428069,-18.6238,-3.44709,0.426642,-15.9231,-51.4991,3.12804,0,0,-0.0455111,0,0,-0.0287631,0,0,0.00596631
3.58,-112.111,-151.175,46.2443,-144.88,-365.482,38.1305,18.3107,8.12724,-7.13836,16.1374,-6.9863,5.04531,10.3808,1.1107,-6.33593,10.3167,0,0,13.7928,1.43807,-4.45697,-88.1792,-0.56411,-10.4,-14.9451,-3.94421e-017,0.48642,-20.8478,-4.06828,0.49073,-14.0597,-52.1639,3.55289,0,0,-0.0422411,0,0,-0.0314032,0,0,0.0061529
3.59,-111.94,-151.392,46.8689,-145.098,-365.764,37.909,17.0671,8.13778,-7.23171,15.2712,-6.85952,4.76948,10.6345,1.03111,-5.88897,10.5777,0,0,13.8327,1.45726,-4.51865,-88.0153,-0.509814,-10.5454,-14.6051,-2.01009e-015,0.491929,-22.5539,-4.15303,0.501753,-11.4252,-51.5434,3.70612,0,0,-0.0371436,0,0,-0.0329596,0,0,0.00632047
3.6,-111.725,-151.597,47.5449,-145.306,-366.018,37.7237,15.8399,8.13619,-7.33163,14.4331,-6.71562,4.5251,10.9012,0.95819,-5.47883,10.8508,0,0,13.8761,1.47786,-4.58077,-87.8501,-0.458843,-10.703,-14.1664,5.71181e-016,0.456676,-23.6487,-3.69546,0.471642,-8.57651,-49.6963,3.6097,0,0,-0.0314891,0,0,-0.0334634,0,0,0.00638019
3.61,-111.462,-151.79,48.2718,-145.504,-366.245,37.5587,14.6288,8.12154,-7.44739,13.6253,-6.55744,4.30885,11.1761,0.889443,-5.09163,11.1314,0,0,13.9225,1.49866,-4.6446,-87.6763,-0.410616,-10.8718,-13.6804,-1.81872e-015,0.384417,-24.2403,-2.8033,0.404147,-5.42258,-46.9093,3.32577,0,0,-0.0251771,0,0,-0.0332411,0,0,0.00629273
